conceptid,Value,ValueType,Provider 
COMPONENT_TYPE:1,1,sortorder,GCI
COMPONENT_TYPE:2,2,sortorder,GCI
COMPONENT_TYPE:3,3,sortorder,GCI
COMPONENT_TYPE:4,4,sortorder,GCI

